,Index,Frequency (Hz),Z' (Ω),-Z'' (Ω),Z (Ω),-Phase (°),Time (s)
581,33,63.096,86.1202403239683,164.406575047227,185.596922690592,62.3533380901985,1935.42202911353
582,34,50.119,91.3710333668646,205.006157832383,224.446408943705,65.9775162995313,1940.08011410177
583,35,39.811,99.5573269989063,255.058932160288,273.800511748816,68.6777728660298,1944.71820209006
584,36,31.623,111.526637585717,317.995404025018,336.985560331908,70.6733250637809,1949.3762860783
585,37,25.119,128.648588710057,395.230388334897,415.641094263359,71.9697873320785,1953.82937006706
586,38,19.953,155.421603558778,491.355650042208,515.350608499867,72.4472209816785,1958.94746505413
587,39,15.849,195.372196013681,605.894354787543,636.614690482887,72.1279498350326,1970.89868602396
588,40,12.589,256.159134127036,747.971414882906,790.619212692589,71.095112893657,1975.66677501192
589,41,10.0,341.452677918951,910.601272860175,972.514580555271,69.4452124847434,1986.81998098376
590,42,7.9433,473.251362965152,1097.84642069743,1195.50559011095,66.6804563798733,1992.20808097016
591,43,6.3096,641.82236460246,1295.07717668017,1445.39297122332,63.637619917118,1997.51117795677
592,44,5.0119,887.312359903361,1501.28743399115,1743.89999240123,59.415456344131,2003.30428394214
593,45,3.9811,1198.96607577527,1678.28306856381,2062.5599892095,54.4579718173093,2009.31739592696
594,46,3.1623,1567.15734041105,1799.01408640526,2385.88218751236,48.9402225106035,2015.24050591201
595,47,2.5119,1957.97009971936,1855.08157638615,2697.21607707695,43.4543487616822,2021.31861889666
596,48,1.9953,2380.69679008342,1823.825979009,2999.00957117873,37.4553337427711,2027.65173688067
597,49,1.5849,2758.05564291344,1717.04735714392,3248.86481037324,31.9046251472956,2034.01485286461
598,50,1.2589,3069.55639211994,1577.92342785893,3451.3792588747,27.205695227246,2040.74297984762
599,51,1.0,3304.43510411118,1373.55613775227,3578.53990069123,22.5712140236398,2052.29219581846
600,52,0.79433,3496.26652501008,1190.63431656597,3693.43873506663,18.8059931193169,2059.23532080093
601,53,0.63096,3638.19135502863,1020.62557811296,3778.63902834121,15.670456525362,2065.56843978494
602,54,0.50119,3745.81871875391,874.602007649752,3846.56815168433,13.1424013522213,2073.71658776437
603,55,0.39811,3825.66234613934,753.327036729586,3899.12733966668,11.1398259053382,2082.28474974274
604,56,0.31623,3892.15359114188,653.166678748536,3946.5790613221,9.52639718019096,2091.76792371879
605,57,0.25119,3944.05384465029,576.362743609266,3985.94464860233,8.31404627283225,2101.78111069351
606,58,0.19953,3988.99894834851,517.210260680167,4022.38972051172,7.38770725906657,2109.9442586729
607,59,0.15849,4031.68294086563,473.41093021273,4059.38237229653,6.69715482602801,2120.53245664617
608,60,0.12589,4099.30546906076,433.780288075123,4122.19245875226,6.04044561489284,2130.16063362186
609,61,0.1,4144.57248661866,440.28918678092,4167.89343251871,6.06394312803317,2141.54384659312
